id,title,source,source_url,application_url,source_url_status,application_url_status,qualityScore,trustScore,reviewStatus,rejection_reason,qualityFlags
spos-anna-ahrenberg-postdoctoral-position-in-political-challenges-in-todays-world-swe,"Anna Ahrenberg Postdoctoral Position in Political Challenges in Today’s World, Sweden",Scholarship Positions,https://scholarship-positions.com/anna-ahrenberg-postdoctoral-position-in-political-challenges-in-todays-world-sweden/2025/09/05/,https://www.gu.se/om-universitetet/jobba-hos-oss?utm_source=chatgpt.com,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-discrete-event-systems-for-automation-sweden,"Postdoctoral Position in Discrete-Event Systems for Automation, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-discrete-event-systems-for-automation-sweden/2025/08/30/,https://web103.reachmee.com/ext/I003/304/apply?site=5&lang=UK&validator=a72aeedd63ec10de71e46f8d91d0d57c&ref=https%3A%2F%2Fwww.google.com%2F&job_id=14170,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-university-of-gothenburg-adlerbert-scholarships-in-sweden,University of Gothenburg Adlerbert Scholarships in Sweden,Scholarship Positions,https://scholarship-positions.com/university-of-gothenburg-adlerbert-scholarships-in-sweden/2025/08/29/,https://studentportal.gu.se/en/news/adlerbert-scholarships-2025,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-numerical-simulation-of-turbulent-reactive-flows-sweden,"Postdoctoral Position in Numerical Simulation of Turbulent Reactive Flows, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-numerical-simulation-of-turbulent-reactive-flows-sweden/2025/08/23/,https://lu.varbi.com/en/what:job/jobID:848220/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-student-position-in-chemistry-with-focus-on-synthesis-of-functional-organic-,PhD Student Position in Chemistry with Focus on Synthesis of Functional Organic Materials for Energy and Quantum Applica,Scholarship Positions,https://scholarship-positions.com/phd-student-position-in-chemistry-with-focus-on-synthesis-of-functional-organic-materials-for-energy-and-quantum-applications-sweden/2025/08/20/,https://www.uu.se/en/about-uu/join-us/jobs-and-vacancies/job-details?query=846613,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-doctoral-student-position-in-computer-science-with-focus-on-program-analysis-swe,"Doctoral Student Position in Computer Science with Focus on Program Analysis, Sweden",Scholarship Positions,https://scholarship-positions.com/doctoral-student-position-in-computer-science-with-focus-on-program-analysis-sweden/2025/08/20/,https://lu.varbi.com/en/what:job/jobID:843001/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-marine-ecosystem-analysis-sweden,"Postdoctoral Position in Marine Ecosystem Analysis, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-marine-ecosystem-analysis-sweden/2025/08/12/,https://web103.reachmee.com/ext/I017/1114/job?site=7&validator=87e4b706891e51f731ed44be28da8352&lang=UK&job_id=13452,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-position-in-psychology-sweden,"International PhD Student Position in Psychology, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-position-in-psychology-sweden/2025/07/19/,https://uu.se/om-uu/jobba-hos-oss/,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-doctoral-student-position-in-chemical-engineering-and-catalytic-materials-sweden,"Doctoral Student Position in Chemical Engineering and Catalytic Materials, Sweden",Scholarship Positions,https://scholarship-positions.com/doctoral-student-position-in-chemical-engineering-and-catalytic-materials-sweden/2025/06/23/,https://lu.varbi.com/en/what:job/jobID:799479/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-fellow-position-in-plant-physiology-at-ume-plant-science-centre-swe,"Postdoctoral Fellow Position in Plant Physiology at Umeå Plant Science Centre, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-fellow-position-in-plant-physiology-at-umea-plant-science-centre-sweden/2025/06/16/,https://web103.reachmee.com/ext/I017/1114/job?site=8&lang=SE&validator=ea1a2adf52c2afb8aa7c9e9a54bd4d7c&ref=https%3A%2F%2Finternt.slu.se%2Fen%2Fsupport-services%2Feducation%2Fdoctoral-education1%2Fdoctoral-education-content%2Ftravel-grants-and-stipends%2F&ihelper=https%3A%2F%2Finternt.slu.se%2Fmin-anstallning%2Flediga-anstallningar&job_id=13162,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-studying-climate-change-with-plant-ecophysiology-sweden,"Postdoctoral Position in Studying Climate Change with Plant Ecophysiology, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-studying-climate-change-with-plant-ecophysiology-sweden/2025/06/11/,https://www.umu.se/en/work-with-us/open-positions/postdoctoral-position-studying-climate-change-with-plant-ecophysiology_825481/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-phd-scholarship-in-biophysical-chemistry-at-lund-university,PhD Scholarship in Biophysical Chemistry at Lund University,Scholarship Positions,https://scholarship-positions.com/phd-scholarship-in-biophysical-chemistry-at-lund-university/2025/05/18/,https://lu.varbi.com/en/what:job/jobID:812733/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-position-in-mathematics-focusing-on-the-analysis-of-partial-differential-equ,"PhD Position in Mathematics Focusing on the Analysis of Partial Differential Equations, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-position-in-mathematics-focusing-on-the-analysis-of-partial-differential-equations-sweden/2025/05/12/,https://www.umu.se/en/work-with-us/open-positions/phd-position-in-mathematics-focusing-on-the-analysis-of-partial-differential-equations_819213/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-phd-student-position-in-bioinformatics-sweden,"PhD Student Position in Bioinformatics, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-student-position-in-bioinformatics-sweden/2025/05/11/,https://su.varbi.com/what:job/jobID:806223/where:4/,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-ai-and-nmr-sweden,"International Postdoctoral Position in AI and NMR, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-ai-and-nmr-sweden/2025/05/07/,https://web103.reachmee.com/ext/I005/1035/job?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=36992,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-systems-biology-of-cardiometabolic-diseases-sweden,"Postdoctoral Position in Systems Biology of Cardiometabolic Diseases, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-systems-biology-of-cardiometabolic-diseases-sweden/2025/04/27/,https://web103.reachmee.com/ext/I005/1035/job?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=37090,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-materials-chemistry-sweden,"International Postdoctoral Position in Materials Chemistry, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-materials-chemistry-sweden/2025/04/26/,https://web103.reachmee.com/ext/I005/1035/apply?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=37103,captcha:200,login_wall:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; login_wall; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-scholarship-in-philosophy-of-ai-sweden,"International Postdoctoral Scholarship in Philosophy of AI, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-scholarship-in-philosophy-of-ai-sweden/2025/04/26/,https://www.umu.se/en/work-with-us/postdoctoral-scholarships/postdoctoral-scholarship-1-year-in-philosophy-of-ai_819398/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; no_application_path; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-epigenetics-sweden,"International Postdoctoral Position in Epigenetics, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-epigenetics-sweden/2025/04/22/,https://www.gu.se/en/about-the-university/welcome-services,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-plant-epigenetics-sweden,"International Postdoctoral Position in Plant Epigenetics, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-plant-epigenetics-sweden/2025/04/20/,https://lu.varbi.com/en/what:job/jobID:808591/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-ume-university-global-connections-fund-in-sweden,Umeå University Global Connections Fund in Sweden,Scholarship Positions,https://scholarship-positions.com/umea-university-global-connections-fund-in-sweden/2025/02/27/,https://www.umu.se/en/work-with-us/postdoctoral-scholarships/postdoctoral-scholarship-2-years-within-cancer-research-in-c.-elegans_800987/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-fellowships-in-atmospheric-chemistry-sweden,"International Postdoctoral Fellowships in Atmospheric Chemistry, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-fellowships-in-atmospheric-chemistry-sweden/2025/02/03/,https://web103.reachmee.com/ext/I005/1035/apply?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=36388,captcha:200,login_wall:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; login_wall; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-fellow-position-in-glycobiology-sweden,"Postdoctoral Fellow Position in Glycobiology, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-fellow-position-in-glycobiology-sweden/2025/01/15/,https://web103.reachmee.com/ext/I005/1035/job?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=36328,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-wycup-scholarships,WYCUP Scholarships,Scholarship Positions,https://scholarship-positions.com/wycup-scholarships/2025/01/09/,https://wycup.org/empower/scholarship,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; generic_title; reject_candidate
spos-uppsala-university-phd-positions-in-political-science-sweden,"Uppsala University PhD Positions in Political Science, Sweden",Scholarship Positions,https://scholarship-positions.com/uppsala-university-phd-positions-in-political-science-sweden/2024/12/26/,https://www.uu.se/en/about-uu/join-us/jobs-and-vacancies/job-details?query=760901,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-magnetodynamics-of-ferrimagnetic-spintronic-devices-swe,"Postdoctoral Position in Magnetodynamics of Ferrimagnetic Spintronic Devices, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-magnetodynamics-of-ferrimagnetic-spintronic-devices-sweden/2024/11/17/,https://web103.reachmee.com/ext/I005/1035/job?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=35781,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-ume-university-grants-for-international-students,Umeå University Grants for International Students,Scholarship Positions,https://scholarship-positions.com/umea-university-grants-for-international-students/2024/10/30/,https://www.umu.se/en/faculty-of-medicine/grants/grants-for-international-stays-for-doctoral-students-and-postdocs/,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
si-pioneering-women-in-stem,Pioneering Women in STEM,Swedish Institute,https://si.se/en/apply/scholarships/pioneeringwomeninstem/,https://si.se/en/apply/scholarships/pioneeringwomeninstem/#criteria,ok:200,ok:200,38,70,expired,expired,source_verified; application_url_verified; official_provider; missing_documents; has_application_instructions; expired; reject_candidate
spos-network-grants-in-sweden,Network Grants in Sweden,Scholarship Positions,https://scholarship-positions.com/network-grants-in-sweden/2024/10/17/,https://forte.se/en/proposal/network-grant-2024/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-vacant-scholarship-at-university-of-gothenburg-in-sweden,Vacant Scholarship at University of Gothenburg in Sweden,Scholarship Positions,https://scholarship-positions.com/vacant-scholarship-at-university-of-gothenburg-in-sweden/2024/10/17/,,captcha:200,instructions_only,,,expired,expired,source_verified; aggregator_source; missing_documents; missing_application_url; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-position-in-experimental-physics-with-focus-on-optical-frequency-comb-spectr,"PhD Position in Experimental Physics with focus on Optical Frequency Comb Spectroscopy, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-position-in-experimental-physics-with-focus-on-optical-frequency-comb-spectroscopy-sweden/2024/09/26/,https://www.umu.se/en/work-with-us/open-positions/phd-position-in-experimental-physics-with-focus-on-optical-frequency-comb-spectroscopy_720023/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-position-in-marketing-sweden,"International PhD Student Position in Marketing, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-position-in-marketing-sweden/2024/09/23/,https://liu.se/en/work-at-liu/vacancies/25222,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-ume-university-postdoctoral-position-in-biodiversity-monitoring-using-edna-swede,"Umeå University Postdoctoral Position in Biodiversity Monitoring Using eDNA, Sweden",Scholarship Positions,https://scholarship-positions.com/umea-university-postdoctoral-position-in-biodiversity-monitoring-using-edna-sweden/2024/09/17/,https://umu.varbi.com/en/apply/positionquick/752013/?where=4,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-focus-on-human-interaction-with-ai-sweden,"Postdoctoral Position in Focus on Human Interaction with AI, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-focus-on-human-interaction-with-ai-sweden/2024/09/11/,https://www.umu.se/en/work-with-us/open-positions/postdoctoral-researcher-with-focus-on-human-interaction-with-ai_751133/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-protein-research-in-innate-immune-cells-s,"International Postdoctoral Position in Protein Research in Innate Immune Cells, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-protein-research-in-innate-immune-cells-sweden/2024/09/04/,https://umu.varbi.com/en/apply/positionquick/738242/?where=4,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-role-of-virus-like-particlesvlps-in-protein-quality-con,"Postdoctoral Position in Role of Virus-Like Particles(VLPs) in Protein Quality Control, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-role-of-virus-like-particlesvlps-in-protein-quality-control-sweden/2024/09/04/,https://web103.reachmee.com/ext/I005/1035/apply?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=35118,captcha:200,login_wall:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; login_wall; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-fellowship-in-programmed-translational-stop-codon-rea,"International Postdoctoral Fellowship in Programmed Translational Stop Codon Readthrough, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-fellowship-in-programmed-translational-stop-codon-readthrough-sweden/2024/08/31/,https://www.su.se/department-of-molecular-biosciences-the-wenner-gren-institute/about-the-department/work-with-us/postdoc-fellowship-in-programmed-translational-stop-codon-readthrough-1.758934,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-phd-student-position-in-plant-science-with-focus-on-deep-learning-conifer-genomi,"PhD Student Position in Plant Science with Focus on Deep-learning Conifer Genomics, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-student-position-in-plant-science-with-focus-on-deep-learning-conifer-genomics-sweden/2024/08/31/,https://www.umu.se/en/work-with-us/open-positions/phd-student-in-plant-science-with-focus-on-deep-learning-conifer-genomics_739529/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-microbial-metabolic-engineering-sweden,"Postdoctoral Position in Microbial Metabolic Engineering, Sweden",Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-microbial-metabolic-engineering-sweden/2024/07/27/,https://lu.varbi.com/en/what:job/jobID:742306/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-doctoral-student-position-in-biology-sweden,"International Doctoral Student Position in Biology, Sweden",Scholarship Positions,https://scholarship-positions.com/international-doctoral-student-position-in-biology-sweden/2024/07/26/,https://lu.varbi.com/en/what:job/jobID:734927/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-position-in-applied-electronics-with-focus-on-safe-and-secure-intelligent-em,"PhD Position in Applied Electronics with Focus on Safe and Secure Intelligent Embedded Systems, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-position-in-applied-electronics-with-focus-on-safe-and-secure-intelligent-embedded-systems-sweden/2024/07/17/,https://www.umu.se/en/work-with-us/open-positions/phd-position-in-applied-electronics-with-focus-on-safe-and-secure-intelligent-embedded-systems_731128/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-scholarships-in-networked-systems-security-sweden,"International Postdoctoral Scholarships in Networked Systems Security, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-scholarships-in-networked-systems-security-sweden/2024/07/10/,https://www.kth.se/en/om/work-at-kth/stipendier/postdoctoral-scholarship-in-networked-systems-security-1.1347789,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-doctoral-student-position-in-electrical-engineering-focusing-on-wide-bandgap-sem,Doctoral Student Position in Electrical Engineering focusing on Wide Bandgap Semiconductor Devices for Power Electronics,Scholarship Positions,https://scholarship-positions.com/doctoral-student-position-in-electrical-engineering-focusing-on-wide-bandgap-semiconductor-devices-for-power-electronics-sweden/2024/06/27/,https://lu.varbi.com/en/what:job/jobID:729470/type:job/where:4/apply:1,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-scholarship-in-deep-learning-for-real-time-perception,"International Postdoctoral Scholarship in Deep Learning for Real-Time Perception, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-scholarship-in-deep-learning-for-real-time-perception-sweden/2024/06/27/,https://www.umu.se/en/work-with-us/postdoctoral-scholarships/7-931-24/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-sse-mbascholarship-for-international-students-in-sweden,SSE MBA–Scholarship for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/sse-mba-scholarship-for-international-students-in-sweden/2024/06/06/,https://www.utbildning.se/inspiration/guider/allt-om-mba/mba-scholarship-15219,captcha:200,ok:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-position-in-urban-freight-management-sweden,"International PhD Student Position in Urban Freight Management, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-position-in-urban-freight-management-sweden/2024/05/16/,https://web103.reachmee.com/ext/I003/304/job?site=5&lang=UK&validator=a72aeedd63ec10de71e46f8d91d0d57c&job_id=12922,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-position-in-seaweed-valorization-for-high-quality-prod,"International PhD Student Position in Seaweed Valorization for High Quality Products, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-position-in-seaweed-valorization-for-high-quality-products-sweden/2024/05/13/,https://web103.reachmee.com/ext/I003/304/apply?site=5&lang=UK&validator=a72aeedd63ec10de71e46f8d91d0d57c&job_id=12931,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; no_application_path; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-cfd-simulation-of-chemical-reactors-swede,"International Postdoctoral Position in CFD Simulation of Chemical Reactors, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-cfd-simulation-of-chemical-reactors-sweden/2024/05/02/,https://web103.reachmee.com/ext/I003/304/job?site=5&lang=UK&validator=a72aeedd63ec10de71e46f8d91d0d57c&job_id=12889,captcha:200,soft_404:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-position-in-graph-modification-sweden,"International PhD Student Position in Graph Modification, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-position-in-graph-modification-sweden/2024/04/11/,https://web103.reachmee.com/ext/I003/304/apply?site=5&lang=UK&validator=a72aeedd63ec10de71e46f8d91d0d57c&ref=https%3A%2F%2Fwww.google.com%2F&job_id=12806,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-fellowships-in-computer-security-sweden,"International Postdoctoral Fellowships in Computer Security, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-fellowships-in-computer-security-sweden/2024/01/31/,https://www.umu.se/en/work-with-us/postdoctoral-scholarships/7-2396-23/,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-postdoctoral-position-in-dependable-communication-and-computation-systems-with-a,Postdoctoral Position in Dependable Communication and Computation Systems with a Focus on Modern AI Algorithms and Expla,Scholarship Positions,https://scholarship-positions.com/postdoctoral-position-in-dependable-communication-and-computation-systems-with-a-focus-on-modern-ai-algorithms-and-explainable-ai/2024/01/16/,https://web103.reachmee.com/ext/I003/583/apply?site=6&lang=UK&validator=e4575239eb8c0828707e2b716f86c5f8&ref=https%3A%2F%2Fwww.ltu.se%2Fltu%2Flediga-jobb%2Flediga-jobb-1.107417%3Fl%3Den&job_id=7691&notrack=true,captcha:200,not_found:404,,,expired,expired,source_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
spos-world-heritage-residencescholarship-in-sweden,World Heritage Residence/Scholarship in Sweden,Scholarship Positions,https://scholarship-positions.com/world-heritage-residence-scholarship-in-sweden/2023/12/23/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-uppsala-university-international-postdoctoral-positions-in-african-anthropology-,"Uppsala University International Postdoctoral Positions in African Anthropology, Sweden",Scholarship Positions,https://scholarship-positions.com/uppsala-university-international-postdoctoral-positions-in-african-anthropology-sweden/2023/11/18/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-university-of-gothenburg-international-postdoctoral-fellowships-in-structure-det,"University of Gothenburg International Postdoctoral Fellowships in Structure Determination of Membrane Proteins, Sweden",Scholarship Positions,https://scholarship-positions.com/university-of-gothenburg-international-postdoctoral-fellowships-in-structure-determination-of-membrane-proteins-sweden/2023/05/05/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-student-position-in-power-electronics-for-medium-voltage-grids-in-sweden,PhD Student Position in Power Electronics for Medium Voltage Grids in Sweden,Scholarship Positions,https://scholarship-positions.com/phd-student-position-in-power-electronics-for-medium-voltage-grids-in-sweden/2023/03/25/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
